num_senders,floor_mean_us,floor_std_us,avg_delay_mean_us,avg_delay_std_us,n_seeds
4,2.304471296296296,0.6669701148438042,8.413699874237533,0.42603252405751035,5
8,1.1263769675925923,0.3113388252666666,6.821172766175082,0.11612578936879325,5
16,1.2826209490740739,0.1702197385023363,6.415231698178264,0.07770934552558742,5
32,3.9114273148148144,0.31447185803104893,7.8957039138418095,0.16257827573717926,5
64,5.92424908003577,0.3338041249436419,8.73778135210911,0.17064557110737819,5
